Yorum,Puan,Tarih,Durum
özellikle turkcellin kalitesine guvenerek hatti satin almistim ancak gekin gorun diger hatlarin uygun fiyatli olmasina ragmen salla kazaninda bike hayır yok ayrıca telefonunuz yerde cekicegine dair reklamlar kullanmalirana ragmen telefonum evimin odasi varsa sinxe cekiyo oncede salla kazana baktik zamanki gb internet cikti,1,2025-06-11 09:01:52,0
çarşamba günü bedava gb vermesi iyi ben beğendim,5,2025-06-11 08:26:32,1
akşamları geceleri band daraltıyorlar kötü oluyor süperr online iğrenç bir hal alıyor aldığınız parayı hak etmiyorsunız,1,2025-06-11 08:13:11,0
resmen bayıldım salla kazanlankude oynayabiliyorum teşekkürler,5,2025-06-11 08:00:11,1
iyi bir internet,5,2025-06-11 07:14:25,1
sadece instagram veriyor türk telekom bence iyi,5,2025-06-11 05:46:52,1
yeni getirdiğiniz tumbara güzel olmuş tumbara puanlarını paylaşma özelliğide gelse mükemmel olur,5,2025-06-10 23:38:16,1
iyi,5,2025-06-10 23:19:26,1
salla kazandan garanti düşük gb verse iyi olur paketler biraz düşük olsa uygulama tadından yenmez,4,2025-06-10 23:15:51,1
uygulama güzel fakat girdiğimde zaman hemen uygulamaya giriyorum fakat şimdi girdiğimde aşırı yavaş giriyor,1,2025-06-10 22:55:43,0
kullanımı kolay hediyesi var istediĝin bilgiye kolay ulaşıyorsun kullanılmayan dakikalarımız bir sonraki aya devrederse gűzel olur,5,2025-06-10 21:02:57,1
güzel,5,2025-06-10 21:00:23,1
tumbara etkinligi güzel keşke hediye etmek olsaydi,4,2025-06-10 20:57:57,1
,5,2025-06-10 20:55:30,1
iyi,5,2025-06-10 20:54:56,1
iyi,5,2025-06-10 20:53:29,1
guzel uygulama,5,2025-06-10 20:51:43,1
iyi bir uygulama,5,2025-06-10 20:51:18,1
mükemmel,5,2025-06-10 20:49:10,1
harika,5,2025-06-10 20:46:13,1
yıllık türkcell liyim premium fizy birçok dönem kullandım bugün premium olmayan sürüm reklamı anlarım reklam nedir,5,2025-06-10 20:45:46,1
mükemmel,5,2025-06-10 20:45:17,1
menmunum,5,2025-06-10 20:41:13,1
iyi bir operatör,5,2025-06-10 20:39:34,1
süper,5,2025-06-10 20:38:58,1
iyi güzel,5,2025-06-10 20:38:34,1
heyet kullanışlı,5,2025-06-10 20:37:25,1
güzel şimdilik,5,2025-06-10 20:36:08,1
güzel beğenilen bir uygulama,5,2025-06-10 20:35:23,1
kimse bana ulaşamadım demedi telefon kapalı olsada beni arayanları bildirdi teşekkürler,5,2025-06-10 20:29:48,1
yönlü hizmet çekim gücü hız hersey mükemmel teşekkür ler turkcell,5,2025-06-10 20:26:11,1
iyi şebeke çekiyor,5,2025-06-10 20:23:54,1
ii valla müqqqqkwsjjs,5,2025-06-10 20:16:04,1
güzel bir,5,2025-06-10 20:15:42,1
cok iyi,5,2025-06-10 20:12:31,1
süper uygulama,5,2025-06-10 20:11:41,1
herşeyi anlatıyor,5,2025-06-10 20:07:31,1
haftalık gb istiyoruz veriyor,5,2025-06-10 19:39:11,1
salla kazan internet verirken örneğin ıntagram gb internet diyor ınstagram kullanmayan birisi interneti kullanamaz buna çözüm bulunursa sevinirim,5,2025-06-10 19:29:10,1
süper turkcellim bundan dahasını iyisimi var harikasın sizlere merkezim teşekkür ederim,5,2025-06-10 19:26:13,1
hesabima giremiyorum,1,2025-06-10 18:50:55,0
iyi,5,2025-06-10 18:21:38,1
harika,5,2025-06-10 17:09:03,1
iyi,5,2025-06-10 16:56:41,1
güncellemeyi sonra yapsanı olmaz uygulama güzel uygulma açılmıyor,5,2025-06-10 14:36:16,1
iyi kumpara,5,2025-06-10 14:08:14,1
hat sahibi ben değilim lakin superonline sahibiyim uygulamaya giremiyorum saçma acil acil düzenlemesi lazım önceki sürümde giriyordum,1,2025-06-10 11:37:43,0
cokmemnunum,5,2025-06-10 11:18:05,1
mobil hattım superonline farklı kişiler üzerine tanımlı yüzden ev internetim işlem yapamıyorum iki farklı hesabı aynı anda açamıyor keza iki farklı telefon hattı aynı şeyi yapamıyorum bunun bir çözüm rica ediyorum böyle bir kolaylık varken bizi çağrı merkezleriyle uğraştırmayın lütfen,1,2025-06-10 10:18:27,0
güzel mükemmel para paket yuklemeye çalıştığımda hata veriyor dünden belli aralıksız para yüklemeye çalışıyorum herzaman sonra tekrar deneyiniz diyor tekrar zaman diyefe soramiyoruzki,1,2025-06-10 08:24:40,0
pahalı internet sıralar çekiyo salla kazandan falan internet çıkınca saat bekliyoz gelsin,1,2025-06-10 07:28:54,0
müq,5,2025-06-10 01:28:34,1
alt yapınızda sıkıntı var lütfen yenileyin evin hiçbir yerinde internet çekmiyor böyle olursa operatör değiştirecem,1,2025-06-10 01:00:11,0
turksel seviyorum,5,2025-06-10 00:59:22,1
uygulamanız yaşlılar ızdıraptel numarası yeterl,1,2025-06-09 22:44:30,0
turkcell teşekkür ler,5,2025-06-09 22:16:00,1
ana kadar diğerlerinin çekmediği yerde türksel cekere takıyordu,5,2025-06-09 21:01:57,1
iyi tercih ederim,5,2025-06-09 20:59:20,1
mükemmel yorumu yaptiğim gb internet isterim,5,2025-06-09 20:58:49,1
memnunum ayrıcalıklı,5,2025-06-09 20:58:30,1
türkiynin iyi hatı türk cell dır,5,2025-06-09 20:55:49,1
aydınlandım,5,2025-06-09 20:54:00,1
iyi varsın süper online,5,2025-06-09 20:49:24,1
iyi,5,2025-06-09 20:46:34,1
,5,2025-06-09 20:36:58,1
güzel bir uygulama teşekkürler,5,2025-06-09 20:35:43,1
keşke verdiğiniz hediyeler bir günlük değilde fazla olsa iyi olur,5,2025-06-09 20:34:30,1
turkcell uygulamalarından memnunum şehirde iyi çekiyor isteyim,5,2025-06-09 20:32:50,1
turkcell hafta salla kazan verdiği iyi,5,2025-06-09 20:31:02,1
gb telsiz ücreti toplam veriyorsun aylık paket günde bitiyor kesinlikle turkcellden uzak durun markaymış böyle olur yazıklar olsun size,1,2025-06-09 20:23:17,0
iyi heryerde çekiyor,5,2025-06-09 20:20:40,1
bence iyi hat diğerlerine göre güzel cekiyo kampanyalari fln iyi tarifelerde uygun,5,2025-06-09 20:17:12,1
gerçekten sürprizlerle dolu bir turkcell turkcellli olun avantajları kaçırmayın,5,2025-06-09 20:17:09,1
harikaaaaaa,5,2025-06-09 20:16:14,1
süper,5,2025-06-09 20:14:17,1
elinize emeğinize sağlık teşekkürler,5,2025-06-09 20:11:20,1
süper uygulama,5,2025-06-09 20:06:18,1
yildır hattı kullanıyorum menmunum,5,2025-06-09 20:05:19,1
iyi,5,2025-06-09 20:04:52,1
uzun yıllardır kullanıyorum tumbara gelince sevmeye başladım,5,2025-06-09 19:50:04,1
henüz denemedim güzel bir uygulama,5,2025-06-09 19:45:51,1
hicbir seye yaramiyor yıldızı bile hak etmiyorsunuz abi beni atıp duruyor iki ayda bir şimdi giremiyorum turkcell sms yollamiyor cok yaziyo herhalde isinizi dogru duzgun yapin,1,2025-06-09 19:07:45,0
bende tumbara olmuyor rahat kullandığım öğrenciyim uygun olduğu kullanıyorum zaten internete ihtiyacı olan insanlar kullanmasın mi yaptınız dünyanın saçma şeyi reklamlarda anlatıyorsunuz asla öğrenci dostu değilsiniz zaten gnc salla kazan doğru düzgün hediye vermiyor sürekli instagram saat instagramim yok tarifemi değiştireceğim zamlarinizdan hediyelerinizden bıktım,1,2025-06-09 18:40:59,0
yıllardır kurumu kullanıyorum memnunum teşekkür ediyorum,4,2025-06-09 17:51:02,1
iyi,5,2025-06-09 17:20:13,1
ödül avcılarındaki görevleri yapınca çoğu onaylanmıyor onaylananlarda uzun bir süre geçtikten sonra onaylanıyor bunu düzeltin sözde türkiye nin büyük telefon operatörü alt yapısı uygulaması kuruş etmiyor,1,2025-06-09 17:17:21,0
uygulama iyi,5,2025-06-09 16:04:29,1
tumbara mükemmel olmuş bayıldım tam böyle bir şeye ihtiyaç duyuyordum umarım devam eder lütfen kalsın,5,2025-06-09 15:54:16,1
merhaba turkcell uygulamasına kendi hesabımla giriş yapamiyorum gerçekten mağdur durumdayım telefonuma gelen şifreyi doğru girmeme rağmen sistem kabul etmiyor sürekli şifre isteği geliyor durum benim büyük bir problem önemli işlemlerimi yapamıyorum işim aksıyor mağduriyetim giderek büyüyor geçen dakika fazla zorlanıyorum acilen yardım etmenizi sorunun hızlıca çözülmesini bekliyorum lütfen kısa zamanda dönüş yapın gerçekten çaresizim artık,5,2025-06-09 15:15:05,1
güzel,5,2025-06-09 14:16:33,1
internetiniz bitti demeyin kulladıgımız günleri eşleştirin zaten türkcelliyiz basşka abonelere muhtaç etmeyin bâşkasına kayarsan indirim var elindekini kaybetmetürkcell bizim türkceliniz,5,2025-06-09 13:36:53,1
güzel bir şekilde kullanılabilir olması,5,2025-06-09 13:29:26,1
iyi,5,2025-06-09 13:11:08,1
güzel bir uygulama,5,2025-06-09 12:57:23,1
buladar kötu interner olamaz yerde çekiyo dediler tatile gittim çanakkaleye hiçbiryerde çekmiyor hız testi yaptım mb saniyede gosterdi bk internet yapmışlar kimseye ravsiye etmiyorum vodafone bile iyi,1,2025-06-09 12:34:37,0
yıldızdan fazlasını hak ediyor,5,2025-06-09 12:34:00,1
harika bir uygulamadır,5,2025-06-09 12:33:20,1
güzel,5,2025-06-09 12:20:16,1
güzelbiruygulamabedetürkcellolacamiyidilerim,4,2025-06-09 11:00:35,1
ben puan verdim tane yükledim gine olmuyor uygulaması yüklenmiyor,1,2025-06-09 10:43:39,0
iyi,5,2025-06-09 10:40:58,1
kullan madim güzel duruyor,5,2025-06-09 09:45:35,1
internet vermiyor,1,2025-06-09 09:17:11,0
çarşamba günü salla kazan avantaj ları,5,2025-06-09 07:43:51,1
uygulama acilmiyorrrt,1,2025-06-09 02:26:37,0
bayrama özel gb veriyor,5,2025-06-09 00:49:44,1
birdaha asla wodafone tcell,1,2025-06-09 00:41:20,0
yeni girdim merhaba dedik bakalım neler göreceğiz,5,2025-06-08 23:58:36,1
memnunum,5,2025-06-08 23:02:12,1
diğer operatörlere göre gayet başarılı herkesin telefonu çekmez iken benim full çekiyorbir ara diğer hattımı v na taşıdım ilk ay çekmesini geçtim internetin i si gelmedi geri taşımak istediğimde alt yapı çalışmaları devam ediyor dedi iyide dedim burası istanbulüsküdar yıl çalışması,5,2025-06-08 22:22:51,1
bravo bulmuşsa yöntemi ona saygılarımı iletiyorum basarınızın devamını bekliyorum,5,2025-06-08 21:24:03,1
süper bir uygulama,5,2025-06-08 20:58:31,1
muhteşemmmm çarşamba günü salla kazan geliyor güzel yeni gelen tumbara ayrı bir güzelll,5,2025-06-08 20:57:51,1
turkcell ciler iyi,5,2025-06-08 20:55:15,1
mükemmel kaliteli bir uygulama,5,2025-06-08 20:54:16,1
salla kazan,5,2025-06-08 20:54:11,1
iyiiii,5,2025-06-08 20:54:03,1
mükemmel,5,2025-06-08 20:52:32,1
beğendim öneririm,5,2025-06-08 20:52:31,1
şahane resmen,5,2025-06-08 20:51:05,1
güzel,5,2025-06-08 20:50:50,1
güzel,5,2025-06-08 20:50:31,1
iyi fakat eksi yonleri tabii var,5,2025-06-08 20:50:24,1
güzel,5,2025-06-08 20:49:41,1
şahane,5,2025-06-08 20:38:01,1
iyi,5,2025-06-08 20:36:19,1
tumbara iyi,5,2025-06-08 20:33:32,1
iyi asistan ilgili arada,5,2025-06-08 20:32:52,1
yıldır ayrılmadım,5,2025-06-08 20:27:48,1
mükemmel bir uygulama kullanışlı özellikle tumbara özelliği iyi,5,2025-06-08 20:27:38,1
memnunuz,4,2025-06-08 20:27:17,1
ğüzel,5,2025-06-08 20:27:13,1
güzel bir uygulama,5,2025-06-08 20:26:51,1
iyi herkese tavsiye ederim,5,2025-06-08 20:23:11,1
hiçbir sorun yok güzel uygulama,5,2025-06-08 20:22:36,1
iyi,5,2025-06-08 20:14:42,1
güzel,5,2025-06-08 20:12:19,1
güzel beğendim rahat bir uygulama kolay,5,2025-06-08 20:10:54,1
iyi,5,2025-06-08 20:08:28,1
varsa yoksa turkcell,5,2025-06-08 20:05:07,1
salla kazandan aynısı çıkmasa güzel bir hat,5,2025-06-08 20:04:35,1
memnunum,5,2025-06-08 20:01:18,1
bir uygulama böyle aylardır hala pasaj bir ürünü görüntüleme almıyor teknik arıza diyor yetti artık düzeltin şunu yada işi bırakın,1,2025-06-08 19:04:00,0
hakkımız korunmuştur,5,2025-06-08 18:40:28,1
harika bir uygulama,5,2025-06-08 18:27:28,1
yetersiz,1,2025-06-08 17:54:28,0
güzel bir drneyim,5,2025-06-08 17:17:13,1
tavsiye etmem yıldızdan bile azını hakkediyor yüklemeyin beğenmedim,1,2025-06-08 16:11:17,0
memnunum,5,2025-06-08 13:47:28,1
güzel kullanan iyi bir uygulama,5,2025-06-08 12:17:40,1
diğer operatörlere karşı ekonomik hemde olanaklar fazla tşk ler türkcell,5,2025-06-08 11:51:25,1
zaman süper kadar gbsms ler boşa gidiyor diyorduk yıllardır,5,2025-06-08 11:31:58,1
memnunum,5,2025-06-08 11:12:11,1
cok iyi,5,2025-06-08 10:10:18,1
turkcele yakışmayan bir uygulama android telefonlardan uygulamanıza girişlerde sorunlar var haberiniz var,1,2025-06-08 10:09:57,0
ben salla kazan aldığım hediyeler gelmiyor bana bide bayram hediyesi gb hediye salla kazan yaptım geldi internet kullanamıyorum,1,2025-06-08 09:11:44,0
güzel,5,2025-06-08 05:34:27,1
memnun olduk önceki kalan gigabyte aramız header oluyordu birikirse memnun oluruz güzel bir uygulama inşaallah,5,2025-06-08 04:54:43,1
süper iyi iyi bayramlar,5,2025-06-08 04:35:03,1
güzel bir program,5,2025-06-08 02:26:28,1
paket bitime yakın paket yenilemek giriyorum sırf ek paket satmak paketleri arka plana alıyorsunuz rezalet ötesi cidden kadar düşmemeli türkcell,1,2025-06-08 00:35:16,0
gayet güzel paketler pahalı uygulama bazen açılmıyor,2,2025-06-08 00:28:16,0
,5,2025-06-07 23:24:36,1
güzel olmuş,4,2025-06-07 21:02:56,1
,5,2025-06-07 21:00:32,1
iyi,5,2025-06-07 20:59:39,1
önemli,5,2025-06-07 20:59:18,1
iyi,5,2025-06-07 20:55:20,1
turkcell uygulamasını sevdim herkese tavsiye ederim,5,2025-06-07 20:55:06,1
güzel bi uygulama bol bol hediye veriyo mükemmel,5,2025-06-07 20:53:53,1
iyi uygulama,5,2025-06-07 20:51:54,1
abi uygulama iyi sıkıntısıda yok sadece su tkü borcu onu anlamadım,5,2025-06-07 20:50:56,1
iyi,5,2025-06-07 20:47:01,1
iyi memmunum,5,2025-06-07 20:46:46,1
iyi,5,2025-06-07 20:46:22,1
cokiyi,5,2025-06-07 20:43:27,1
iyi,5,2025-06-07 20:42:29,1
açılmıyor uygulamakimse ilgilenmiyor,1,2025-06-07 20:41:57,0
iyisi,5,2025-06-07 20:40:22,1
güzel bir uygulama herşey anlasılır,5,2025-06-07 20:39:50,1
süper,5,2025-06-07 20:39:32,1
diğer öperöterlerden iyi konuda,5,2025-06-07 20:37:35,1
harika,5,2025-06-07 20:27:39,1
mükemmel,5,2025-06-07 20:26:55,1
harika süpersiniz,5,2025-06-07 20:26:48,1
iyi hoş,5,2025-06-07 20:25:49,1
herşey anlaşılır açık gayet net,4,2025-06-07 20:22:10,1
süper,5,2025-06-07 20:21:48,1
memnunum,5,2025-06-07 20:21:30,1
kazık,1,2025-06-07 20:20:46,0
turkcell kulandımdan beri hicbintarnet sorunu yasamadım,5,2025-06-07 20:20:31,1
mükemmel bir uygulama herkese tavsiye ederim gb baytla gün yetindim salla kazan zaten ayrı bir kanu,5,2025-06-07 20:20:10,1
çök iyi,5,2025-06-07 20:19:12,1
iyi,5,2025-06-07 20:18:07,1
iyi,5,2025-06-07 20:18:01,1
yildir turksel kullanıyorum memnunum,5,2025-06-07 20:16:50,1
iyi,5,2025-06-07 20:14:19,1
yerde çekiyor,5,2025-06-07 20:13:12,1
turkiywnin wn iyi internet markası olmasının yqni sıra yepyeni gb biriktirme teknikleriyle uygulamaların kullanmaktan zevk almama düşünürsek saol turcell,5,2025-06-07 20:04:47,1
güzel bir uygulama interneti bitmişti hemen turkcell e gittim internet kazandım,5,2025-06-07 20:04:41,1
iyiii,5,2025-06-07 20:02:23,1
hesabıma girmiyor güncelleme kötü oluyor,1,2025-06-07 19:59:44,0
harika,5,2025-06-07 16:13:19,1
güzel yerden çekiyo,5,2025-06-07 15:45:12,1
sayfaya katılmak ölüm fermanını imzalamak istemedikleri onay icazet kalmamış,1,2025-06-07 15:11:20,0
kötü para istiyor,1,2025-06-07 14:58:34,0
kalitenizi mahvetmişsiniz fiyatlar zirvelerde hattınızın artık berbat derecede kötüleştigini size birileri söylemeli uygulamanız yerlerde rezalet ötesi kötü etmişsiniz,1,2025-06-07 14:27:08,0
iyi memnun oldum,5,2025-06-07 14:16:45,1
kullandığım halde sizin kadar rezil bi gsm operatör görmedim ben,1,2025-06-07 13:57:53,0
benim puanım var puanlarım biraz birikmiştir turkcell den hediye bekliyorum,5,2025-06-07 13:46:55,1
işe yarıyor,5,2025-06-07 11:32:51,1
goodbye türkcell,2,2025-06-07 11:27:29,0
eski muşterilrdenim teşekürler,4,2025-06-07 11:05:39,1
bır gb ınternetım var tl fatura ödyorum hak yaa,1,2025-06-07 10:53:56,0
sadece beğenmedim,1,2025-06-07 10:36:07,0
iyi,5,2025-06-07 10:09:11,1
sürekli birşeyler gönderiyorsunuz olduğu belli değilkafa karıştırmaktan başka hiçbir işe yaramıyor,1,2025-06-07 10:02:17,0
sizin site bozuk bundan haberiniz bile yokhata veriyor neredeyse yildir,1,2025-06-07 09:28:01,0
superbox kotamı faturalarımı vs görmek giriş yapıyorum giriş yaptığım halde tekrar giriş yapmam gerektiğini söylüyor ekrana yönlendirmiyor samsung s kullanıyorum uygulama telefon güncel uygulamaya giriş yapılmıyor,1,2025-06-07 00:56:54,0
paket fiyatları yüksekkonuşmalar dakka sınırlı dakika olsa mesela iyi olur,2,2025-06-06 23:54:41,0
güzel,5,2025-06-06 23:05:01,1
خوب,5,2025-06-06 22:36:12,1
güzel bir uygulama,5,2025-06-06 22:35:00,1
bayram hediyenizi skm cekmio internet,1,2025-06-06 22:31:34,0
aşırı pahalı çekim sorunu var,1,2025-06-06 22:28:50,0
abi berbat bir operatör uygulama bana fatura li hattima dk gb internet verdiler çocuğa veriyorlartaahutum bitsin aynı gün cikicam turkcell den,1,2025-06-06 22:06:21,0
güzel,5,2025-06-06 21:56:03,1
kullanişli,5,2025-06-06 20:59:59,1
memnun,5,2025-06-06 20:59:06,1
güzel,5,2025-06-06 20:57:24,1
iyi yardımcı uygulama turkselede yakisir,5,2025-06-06 20:57:23,1
güzel,5,2025-06-06 20:56:50,1
süperrrrrrrrrrrrrrrr,5,2025-06-06 20:54:16,1
yerde zaman şipşak,5,2025-06-06 20:50:45,1
herşey doğru,5,2025-06-06 20:50:09,1
türksel múkemel,5,2025-06-06 20:48:55,1
tesekkur,5,2025-06-06 20:41:59,1
turkcell farkı,5,2025-06-06 20:40:47,1
ohh miss,5,2025-06-06 20:38:35,1
güzel tumbara felan iyi olduğu turkcell e teşekkür ederiz,5,2025-06-06 20:38:13,1
iyi,5,2025-06-06 20:34:12,1
gayet güzel başarılı ara yüz,5,2025-06-06 20:31:07,1
teşekkürler,5,2025-06-06 20:28:48,1
memnunum,5,2025-06-06 20:27:23,1
bence güzel,5,2025-06-06 20:25:38,1
güzel bir uygulama,5,2025-06-06 20:20:01,1
bence güzel bir uygulama,5,2025-06-06 20:19:21,1
yorumu okuyan kardeşim t telekoma geçin şebeke ful internet ucuz türkcelin sizi sinir medine artk dur diyin ay ünce çıktım,1,2025-06-06 20:18:43,0
iyidir,5,2025-06-06 20:16:58,1
iyi,5,2025-06-06 20:12:20,1
memnunum,5,2025-06-06 20:09:52,1
güzel hele salla kazandan bedava internet vermesi uygulamayı güzellestiriyor bayram hediyeside vermeyi unutmuyor gb veriyor helal olsun,5,2025-06-06 20:06:33,1
güzel bir uygulama hediyeleride güzel,5,2025-06-06 19:44:08,1
turkcell uygulamasını sms ten tl ücret alınmış banka sordum onlar almamış turkcell almış,1,2025-06-06 19:07:05,0
pahali,1,2025-06-06 18:31:16,0
pahlı,1,2025-06-06 17:16:16,0
beş yıldız verdim üstte görünmesi turkcele geçtiğime pişman değilim tavsiye ediyorum,5,2025-06-06 16:53:01,1
iyi,5,2025-06-06 16:51:17,1
hattim iyi yüzden gayet kolay erişim tek sıkıntı bazen geç açılıyor,5,2025-06-06 16:44:14,1
guzel,5,2025-06-06 15:01:25,1
bir bayram hediyesi bir gün icinmi olur kullanmadığım gb lar bunun yüz katıdır,1,2025-06-06 14:54:19,0
tek kelimeyle mükemmel,5,2025-06-06 13:43:21,1
güzel salla kazanda kötü şeyler çıkıyor,4,2025-06-06 11:18:54,1
interneti güzel harika müthiş öne çıksın turkcell,5,2025-06-06 11:17:10,1
iyisin turkcell numara yıldız memnunuz senden,5,2025-06-06 11:14:53,1
cok iyi,5,2025-06-06 10:03:56,1
deneyim nedir,1,2025-06-06 09:55:12,0
mükemmel,5,2025-06-06 09:16:17,1
turksel harika bir kurum aradiyinizda hemen ilgileniyorlar ben beyeniyor,5,2025-06-06 08:28:54,1
emeklilere uygun paketler yapın,5,2025-06-06 06:47:50,1
iyi,5,2025-06-06 05:28:32,1
cok iyi uýgulama cok begendim,5,2025-06-05 23:13:38,1
turkcell kazık,1,2025-06-05 23:01:46,0
mükemmel kalite,5,2025-06-05 21:00:55,1
türkcell le geçin,5,2025-06-05 21:00:46,1
iyi,5,2025-06-05 21:00:08,1
iyi,5,2025-06-05 21:00:02,1
türksel memnunuz,5,2025-06-05 20:57:43,1
,5,2025-06-05 20:55:44,1
güzel süper harika memnun,5,2025-06-05 20:54:01,1
kesintisiz hayat turkcell,5,2025-06-05 20:52:13,1
guzel,5,2025-06-05 20:50:23,1
iyi,5,2025-06-05 20:50:19,1
gönlünüzce olsun,5,2025-06-05 20:50:01,1
iyi bir uygulama,5,2025-06-05 20:49:29,1
iyi bir amaçla açılmış bir uygulama,5,2025-06-05 20:47:42,1
